Index,Review,Sentence,Fit,Size,Material,Comfortability,Quality,Price,Color,General
3871,,"Fabric is very lightweight, however  works better as a base layer.",0,0,1,0,0,0,0,0
3872,,I prefer a shorter collar  this crowds my chin when zipped all the way up.,0,0,0,0,0,0,0,1
3873,"They fit perfectly! Very comfortable and cute. Make sure to use the sizing chart rather than guessing your size, its spot on.",They fit perfectly ,1,0,0,0,0,0,0,0
3874,,Very comfortable and cute.,0,0,0,1,0,0,0,0
3875,,"Make sure to use the sizing chart rather than guessing your size, its spot on.",0,1,0,0,0,0,0,0
3876,too small for a L,too small for a L,0,1,0,0,0,0,0,0
3878,,I love these capris ,0,0,0,0,0,0,0,1
3879,,I ordered the deep teal and they are a very dark blue teal  a much deeper prettier color than shown .,0,0,0,0,0,0,1,0
3880,,I received many compliments the first time I wore them to the gym.,0,0,0,0,0,0,0,1
3881,,They are super soft and comfortable from the leg all the way to the waist...COMFORTABLE.,0,0,1,1,0,0,0,0
3882,,They never slip down at the waist and give me full coverage  not see through at all .,0,0,1,0,0,0,0,0
3883,,I am 5 4  and 159 pounds and I ordered a medium.,0,1,0,0,0,0,0,0
3884,,The size fit perfectly although that being said they are longer on me than the photo  probably my short legs  but came 2 inches above my ankle so just below my calf.,1,1,0,0,0,0,0,0
3885,,Given that I have weight to loose these are very flattering on as well.,0,0,0,0,0,0,0,1
3886,,They are also a nice stretchy fabric  thus the comfort  and cool.,0,0,1,1,0,0,0,0
3887,,We are in the high 90s and 100 degree summer weather and I am cool ,0,0,0,0,0,0,0,1
3888,,Purchase these as you wont be disappointed especially at this price.,0,0,0,0,0,1,0,0
3889,,I like these better than my Lululemon and Athleta capris   ,0,0,0,0,0,0,0,1
3890,,I am back to purchase more ,0,0,0,0,0,0,0,1
3891,The material is horrible,The material is horrible,0,0,1,0,0,0,0,0
3892,"A pale imitation of the ""Nike Pro Combat"" shirts I bought just one year ago. Much thinner, less styling. A pointless shirt, really. Cant even see using it as a rag.",A pale imitation of the  Nike Pro Combat  shirts I bought just one year ago.,0,0,0,0,0,0,0,1
3893,,"Much thinner, less styling.",0,0,1,0,0,0,0,0
3894,,"A pointless shirt, really.",0,0,0,0,0,0,0,1
3895,,Cant even see using it as a rag.,0,0,0,0,0,0,0,1
3896,Grandson loves his hoody.,Grandson loves his hoody.,0,0,0,0,0,0,0,1
3897,I wear a petite size 6. These sweatpants were too long and tight on me. I had to send them back for a refund. I gave two stars because I liked the style and material. Five stars to Amazon for their quick refund.,I wear a petite size 6.,0,1,0,0,0,0,0,0
3898,,These sweatpants were too long and tight on me.,1,1,0,0,0,0,0,0
3899,,I had to send them back for a refund.,0,0,0,0,0,0,0,1
3900,,I gave two stars because I liked the style and material.,0,0,1,0,0,0,0,0
3901,,Five stars to Amazon for their quick refund.,0,0,0,0,0,0,0,1
3902,It looks exactly the same as the product photo and really nice quality. The shipping time wasnt long too so recommend you get this,It looks exactly the same as the product photo and really nice quality.,0,0,0,0,1,0,0,0
3903,,The shipping time wasnt long too so recommend you get this,0,0,0,0,0,0,0,1
3904,Great gift for the sporty man peeps in your life!,Great gift for the sporty man peeps in your life ,0,0,0,0,0,0,0,1
3905,Great fit...great value!,Great fit...great value ,1,0,0,0,0,0,0,0
3906,"Awesome leggings, would buy again!","Awesome leggings, would buy again ",0,0,0,0,0,0,0,1
3907,Fit great and the color was just what we were looking for.,Fit great and the color was just what we were looking for.,1,0,0,0,0,0,1,0
3908,Extremely comfortable. I am six one 250 male. And xl fit perfectly. Love it,Extremely comfortable.,0,0,0,1,0,0,0,0
3909,,I am six one 250 male.,0,0,0,0,0,0,0,1
3910,,And xl fit perfectly.,1,1,0,0,0,0,0,0
3911,,Love it,0,0,0,0,0,0,0,1
3912,"This zip up was very long, so when I wore the matching pants it didnt look good. Also where the pockets were made me look pregnant.","This zip up was very long, so when I wore the matching pants it didnt look good.",0,0,0,0,0,0,0,1
3913,,Also where the pockets were made me look pregnant.,0,0,0,0,0,0,0,1
3914,Perfect fit.,Perfect fit.,1,0,0,0,0,0,0,0
3915,Great price! Fast shipping! No complaints!!,Great price ,0,0,0,0,0,1,0,0
3916,,Fast shipping ,0,0,0,0,0,0,0,1
3917,,No complaints ,0,0,0,0,0,0,0,1
3918,Fits well and feels good too.,Fits well and feels good too.,1,0,0,0,0,0,0,0
3919,Nice shirt but runs small you might need one size larger,Nice shirt but runs small you might need one size larger,0,1,0,0,0,0,0,0
3920,"If only they were bigger. Great pants. Length was amazing, I have long legs and dont like short pants. But alas, I couldnt even get these over my hips without being in pain from the constriction. I would order a size up. My daughter loved them so it wasnt a total loss!",If only they were bigger.,0,1,0,0,0,0,0,0
3921,,Great pants.,0,0,0,0,0,0,0,1
3922,,"Length was amazing, I have long legs and dont like short pants.",0,1,0,0,0,0,0,0
3923,,"But alas, I couldnt even get these over my hips without being in pain from the constriction.",0,0,0,0,0,0,0,1
3924,,I would order a size up.,0,1,0,0,0,0,0,0
3925,,My daughter loved them so it wasnt a total loss ,0,0,0,0,0,0,0,1
3926,"Great fit and quality, exactly what I needed","Great fit and quality, exactly what I needed",1,0,0,0,1,0,0,0
3927,"I might return these for a bigger size... I ordered these and the high waist full length ones (in black) in the same size. The other ones fit great, but these are a bit more see through than Id like.",I might return these for a bigger size...,0,1,0,0,0,0,0,0
3928,,I ordered these and the high waist full length ones  in black  in the same size.,0,1,0,0,0,0,0,0
3929,,"The other ones fit great, but these are a bit more see through than Id like.",1,0,1,0,0,0,0,0
3930,Its what I expected.,Its what I expected.,0,0,0,0,0,0,0,1
3931,Perfect Material,Perfect Material,0,0,1,0,0,0,0,0
3932,"Love the mid rise, helps me prevent cramps. Holds up your muscles really well.","Love the mid rise, helps me prevent cramps.",0,0,0,0,0,0,0,1
3933,,Holds up your muscles really well.,0,0,0,0,0,0,0,1
3934,They fit well. The material reminds me of a thicker pair of long johns shinny slipperyish. Worked out in them today and they were fine but not my favorite when is comes to the material .,They fit well.,1,0,0,0,0,0,0,0
3935,,The material reminds me of a thicker pair of long johns shinny slipperyish.,0,0,1,0,0,0,0,0
3936,,Worked out in them today and they were fine but not my favorite when is comes to the material .,0,0,1,0,0,0,0,0
3937,They are small,They are small,0,1,0,0,0,0,0,0
3938,"Not as thick as we would prefer, but at least it runs close to size.","Not as thick as we would prefer, but at least it runs close to size.",0,1,0,0,0,0,0,0
3939,I gave this sneaker 5 stars since i bought them for my girlfriend and she loves them. She is very picky when it comes to sneakers and not one complaint,I gave this sneaker 5 stars since i bought them for my girlfriend and she loves them.,0,0,0,0,0,0,0,1
3940,,She is very picky when it comes to sneakers and not one complaint,0,0,0,0,0,0,0,1
3941,Great workout bra,Great workout bra,0,0,0,0,0,0,0,1
3942,Good Product keep up the Good work.........,Good Product keep up the Good work.........,0,0,0,0,0,0,0,1
3943,"I have several pairs of these leggings. Very comfy and not see thru. The only downside is each time I order, I never know where the logo is going to be. Last year, the logo was always above the butt, and therefore not visible. I ordered two pairs in January and the logo was on the left ankle. At that time the photos on amazon showed that that logo was still above the butt- I was disappointed and contacted the sellers and they said the logo placement changed and implied it wasnt their problem.

I just ordered another pair and this one arrives with the logo above the butt. If you care about the placement of the logo, be advised you wont know where it will be until product arrives. I would recommend the leggings but feel the pictures are misleading.",I have several pairs of these leggings.,0,0,0,0,0,0,0,1
3944,,Very comfy and not see thru.,0,0,1,1,0,0,0,0
3945,,"The only downside is each time I order, I never know where the logo is going to be.",0,0,0,0,0,0,0,1
3946,,"Last year, the logo was always above the butt, and therefore not visible.",0,0,0,0,0,0,0,1
3947,,I ordered two pairs in January and the logo was on the left ankle.,0,0,0,0,0,0,0,1
3948,,At that time the photos on amazon showed that that logo was still above the butt  I was disappointed and contacted the sellers and they said the logo placement changed and implied it wasnt their problem.,0,0,0,0,0,0,0,1
3949,,I just ordered another pair and this one arrives with the logo above the butt.,0,0,0,0,0,0,0,1
3950,,"If you care about the placement of the logo, be advised you wont know where it will be until product arrives.",0,0,0,0,0,0,0,1
3951,,I would recommend the leggings but feel the pictures are misleading.,0,0,0,0,0,0,0,1
3952,Great quality. My son wear it a lot. He loves it. I would buy this again.,Great quality.,0,0,0,0,1,0,0,0
3953,,My son wear it a lot.,0,0,0,0,0,0,0,1
3954,,He loves it.,0,0,0,0,0,0,0,1
3955,,I would buy this again.,0,0,0,0,0,0,0,1
3956,Only the pants awful,Only the pants awful,0,0,0,0,0,0,0,1
3957,"The colors pop just like the photo and the material is
So soft and thin, its an awesome hoodie!! My son wont take it off and its June in Texas, aka 100 degrees ?? Oh and it got here in 2 days, 2!!!!!! ????","The colors pop just like the photo and the material is So soft and thin, its an awesome hoodie  ",0,0,1,0,0,0,1,0
3958,,"My son wont take it off and its June in Texas, aka 100 degrees   ",0,0,0,0,0,0,0,1
3959,,"Oh and it got here in 2 days, 2      ",0,0,0,0,0,0,0,1
3960,My nephew loved it! Fits true to size,My nephew loved it ,0,0,0,0,0,0,0,1
3961,,Fits true to size,1,1,0,0,0,0,0,0
3962,They fit great! The only thing I didnt like was you could see sweat through them. Not as good quality as Fabletics.,They fit great ,1,0,0,0,0,0,0,0
3963,,The only thing I didnt like was you could see sweat through them.,0,0,1,0,0,0,0,0
3964,,Not as good quality as Fabletics.,0,0,0,0,1,0,0,0
3965,Came in new pretty small for an Xl. After washing once it shrunk so much that I cannot wear it.,Came in new pretty small for an Xl.,0,1,0,0,0,0,0,0
3966,,After washing once it shrunk so much that I cannot wear it.,0,0,0,0,1,0,0,0
3967,"looks small, and the color is so bright (nothing like in the picture). I hate to see it on my husband. A waist of my money. I could have found something in the local store that he could try or return easily.","looks small, and the color is so bright  nothing like in the picture .",0,1,0,0,0,0,1,0
3968,,I hate to see it on my husband.,0,0,0,0,0,0,0,1
3969,,A waist of my money.,0,0,0,0,0,0,0,1
3970,,I could have found something in the local store that he could try or return easily.,0,0,0,0,0,0,0,1
3971,my daughter wants these. i had requested a return but she liked the product.,my daughter wants these.,0,0,0,0,0,0,0,1
3972,,i had requested a return but she liked the product.,0,0,0,0,0,0,0,1
3973,Great looking and fitting,Great looking and fitting,1,0,0,0,0,0,0,0
3974,Did not smell like a normal relaxer.,Did not smell like a normal relaxer.,0,0,0,0,0,0,0,1
3975,Comfortable and fits as expected,Comfortable and fits as expected,1,0,0,1,0,0,0,0
3976,"Had to send back, order a size up. I returned it but the size I needed was out of stock, too bad the price was great.","Had to send back, order a size up.",0,1,0,0,0,0,0,0
3977,,"I returned it but the size I needed was out of stock, too bad the price was great.",0,1,0,0,0,1,0,0
3978,"Comfortable dry-fit long sleeve t-shirt.
Fits well on medium frame-size.
Made in Jordan.",Comfortable dry fit long sleeve t shirt.,1,0,0,1,0,0,0,0
3979,,Fits well on medium frame size.,1,1,0,0,0,0,0,0
3980,,Made in Jordan.,0,0,0,0,0,0,0,1
3981,Very comfortable and wears well,Very comfortable and wears well,0,0,0,1,0,0,0,0
3982,My wife looks great in this bra! She says great support. She uses it on runs and it stays comfortable the entire time. She looks great the entire time too!! ;),My wife looks great in this bra ,0,0,0,0,0,0,0,1
3983,,She says great support.,0,0,0,0,0,0,0,1
3984,,She uses it on runs and it stays comfortable the entire time.,0,0,0,1,0,0,0,0
3985,,She looks great the entire time too  ,0,0,0,0,0,0,0,1
3986,the stitches are coming undone. Im trying to contact seller!,the stitches are coming undone.,0,0,0,0,0,0,0,1
3987,,Im trying to contact seller ,0,0,0,0,0,0,0,1
3988,Comfortable feels like pillows on your feet work 10 hour shifts with no problems,Comfortable feels like pillows on your feet work 10 hour shifts with no problems,0,0,0,1,0,0,0,0
3989,"Love this sweatshirt! It is somewhat smaller than I expected but it still fits! Definitely lightweight material, a summertime sweatshirt indeed.",Love this sweatshirt ,0,0,0,0,0,0,0,1
3990,,It is somewhat smaller than I expected but it still fits ,1,1,0,0,0,0,0,0
3991,,"Definitely lightweight material, a summertime sweatshirt indeed.",0,0,1,0,0,0,0,0
3992,I had to get the next size bigger for my wife but she loves the way it feels for her and the way it supports her.,I had to get the next size bigger for my wife but she loves the way it feels for her and the way it supports her.,0,1,0,0,0,0,0,0
3993,"look great, comfortable, flexible sole.","look great, comfortable, flexible sole.",0,0,0,1,0,0,0,0
3994,Fits my kids great. Lightweight and easy for them to wear. Need to purchase more,Fits my kids great.,1,0,0,0,0,0,0,0
3995,,Lightweight and easy for them to wear.,0,0,1,0,0,0,0,0
3996,,Need to purchase more,0,0,0,0,0,0,0,1
3997,"very light almost not noticeable to have it on, besides the odd color of the garment","very light almost not noticeable to have it on, besides the odd color of the garment",0,0,0,0,0,0,1,0
3998,Christmas gift which matches pants perfectly.,Christmas gift which matches pants perfectly.,0,0,0,0,0,0,0,1
3999,"Fit as expected,breathable and comfortable","Fit as expected,breathable and comfortable",1,0,1,1,0,0,0,0
4000,Exactly what I was looking for.,Exactly what I was looking for.,0,0,0,0,0,0,0,1
4001,I received a different color.,I received a different color.,0,0,0,0,0,0,1,0
4002,Awesome for the price and will buy again! Only 4 stars because the material could be softer. Color selections are great.,Awesome for the price and will buy again ,0,0,0,0,0,1,0,0
4003,,Only 4 stars because the material could be softer.,0,0,1,0,0,0,0,0
4004,,Color selections are great.,0,0,0,0,0,0,1,0
4005,Perfecto for my body:*,Perfecto for my body  ,0,0,0,0,0,0,0,1
4006,"Purchased this product at a local beauty store in New York city. Used it twice, it is amazing! I usually have a chemical reaction to my scalp after using other relaxers. But not with this, been 2 weeks so far no burning, no itching, no hair loss whatsoever! Thank you Mizani for making a wonderful product!",Purchased this product at a local beauty store in New York city.,0,0,0,0,0,0,0,1
4007,,"Used it twice, it is amazing ",0,0,0,0,0,0,0,1
4008,,I usually have a chemical reaction to my scalp after using other relaxers.,0,0,0,0,0,0,0,1
4009,,"But not with this, been 2 weeks so far no burning, no itching, no hair loss whatsoever ",0,0,0,0,0,0,0,1
4010,,Thank you Mizani for making a wonderful product ,0,0,0,0,0,0,0,1
4011,Awesome!,Awesome ,0,0,0,0,0,0,0,1
4012,Great product I am very satisfy with my product,Great product I am very satisfy with my product,0,0,0,0,0,0,0,1
4013,"My husband loves this sweatshirt!! Was mostly excited about extra ""collar"" design.",My husband loves this sweatshirt  ,0,0,0,0,0,0,0,1
4014,,Was mostly excited about extra  collar  design.,0,0,0,0,0,0,0,1
4015,wife love it.,wife love it.,0,0,0,0,0,0,0,1
4016,"Ive worn these for both running and yoga and they worked great. These pants are cute, comfortable, completely opaque, and affordable. What more could you ask for?",Ive worn these for both running and yoga and they worked great.,0,0,0,0,0,0,0,1
4017,,"These pants are cute, comfortable, completely opaque, and affordable.",0,0,0,1,0,1,0,0
4018,,What more could you ask for ,0,0,0,0,0,0,0,1
4019,"I love these things- easy on, easy off, comfortable as all get out just tough to find. Perfect as footwear","I love these things  easy on, easy off, comfortable as all get out just tough to find.",0,0,0,1,0,0,0,0
4020,,Perfect as footwear,0,0,0,0,0,0,0,1
4021,perfect,perfect,0,0,0,0,0,0,0,1
4022,love that they are a little longer!,love that they are a little longer ,0,1,0,0,0,0,0,0
4023,Wrong color was delivered and it broke in less than a month!,Wrong color was delivered and it broke in less than a month ,0,0,0,0,0,0,1,0
4024,Met what I expected .,Met what I expected .,0,0,0,0,0,0,0,1
4025,"Pros:
Value for Price
Well Made
Washes Well

Cons:
Zero. Spend the money - this shirt is worth it.",Pros  Value for Price Well Made Washes Well  Cons  Zero.,0,0,0,0,0,1,0,0
4026,,Spend the money   this shirt is worth it.,0,0,0,0,0,1,0,0
4027,"I guess Im a little more buxom than the model, because this bra shows some cleavage. Because its not a high-support bra the material is lighter, less restrictive. It feels very lightweight, I especially like wearing it to go for hikes on hot days.","I guess Im a little more buxom than the model, because this bra shows some cleavage.",0,0,0,0,0,0,0,1
4028,,"Because its not a high support bra the material is lighter, less restrictive.",0,0,1,0,0,0,0,0
4029,,"It feels very lightweight, I especially like wearing it to go for hikes on hot days.",0,0,1,0,0,0,0,0
4030,Soft as hell! Thought that these wouldnt be as great as the Adidas slippers I owned but these where 10x better in every aspect and even cheaper too!!,Soft as hell ,0,0,1,0,0,0,0,0
4031,,Thought that these wouldnt be as great as the Adidas slippers I owned but these where 10x better in every aspect and even cheaper too ,0,1,0,0,0,0,1,0
4032,"The fit was great, the only issue is that they fit pretty long on me. I can always just fold them inwards. For reference, I am 52 so I always have to get petite sizes. Overall quality is great!","The fit was great, the only issue is that they fit pretty long on me.",1,0,0,0,0,0,0,0
4033,,I can always just fold them inwards.,0,0,0,0,0,0,0,1
4034,,"For reference, I am 52 so I always have to get petite sizes.",0,1,0,0,0,0,0,0
4035,,Overall quality is great ,0,0,0,0,1,0,0,0
4036,"I wear a Small , but I should have gotten a medium, didnt realize that it shows Everything! Lol","I wear a Small , but I should have gotten a medium, didnt realize that it shows Everything ",0,1,0,0,0,0,0,0
4038,I bought these for my granddaughter to wear to work. She is on her feet all day setting up for weddings. She loves them! They dont look sloppy and they are very comfortable.,I bought these for my granddaughter to wear to work.,0,0,0,0,0,0,0,1
4039,,She is on her feet all day setting up for weddings.,0,0,0,0,0,0,0,1
4040,,She loves them ,0,0,0,0,0,0,0,1
4041,,They dont look sloppy and they are very comfortable.,0,0,0,1,0,0,0,0
4042,"Not too short on the sides, perfect fit. IÃ¢â‚¬â„¢m 5Ã¢â‚¬â„¢4 and 135lbs and I bought a medium.","Not too short on the sides, perfect fit.",1,0,0,0,0,0,0,0
4043,,I   m 5   4 and 135lbs and I bought a medium.,0,1,0,0,0,0,0,0
4044,I didnt receive the right color at all I wanted the citrus orange and black with white check this is what I received,I didnt receive the right color at all I wanted the citrus orange and black with white check this is what I received,0,0,0,0,0,0,1,0
4045,"The fabric is light, so dont order this for outdoor use in sub 30 degree weather. Great for casual work environments and around the house. Looks very cool.","The fabric is light, so dont order this for outdoor use in sub 30 degree weather.",0,0,1,0,0,0,0,0
4046,,Great for casual work environments and around the house.,0,0,0,0,0,0,0,1
4047,,Looks very cool.,0,0,0,0,0,0,0,1
4048,really really tight.,really really tight.,1,0,0,0,0,0,0,0
4049,very nice!!,very nice ,0,0,0,0,0,0,0,1
4050,Love them! I am a size medium but should have bought a small.. They run a little big.. Overall good...,Love them ,0,0,0,0,0,0,0,1
4051,,I am a size medium but should have bought a small..,0,1,0,0,0,0,0,0
4052,,They run a little big..,0,1,0,0,0,0,0,0
4053,,Overall good...,0,0,0,0,0,0,0,1
4054,"It describes as dri fit, but the fabric to me is more cotton-like.","It describes as dri fit, but the fabric to me is more cotton like.",1,0,1,0,0,0,0,0
4055,"I bought this last year, and while it does a great job holding in your lady parts during a strenuous jog, it is far too small. I am a tiny gal, 52"" and 110 pounds, and it is so difficult to get off. After half a day of classes, biking, and MMA, I already feel uncomfortable and constricted. I would definitely get a medium next time I were to purchase a Nike sports bra. It is my last resort of a sports bra in my collection, when the others are in the wash.","I bought this last year, and while it does a great job holding in your lady parts during a strenuous jog, it is far too small.",0,1,0,0,0,0,0,0
4056,,"I am a tiny gal, 52  and 110 pounds, and it is so difficult to get off.",0,0,0,0,0,0,0,1
4057,,"After half a day of classes, biking, and MMA, I already feel uncomfortable and constricted.",0,0,0,1,0,0,0,0
4058,,I would definitely get a medium next time I were to purchase a Nike sports bra.,0,1,0,0,0,0,0,0
4059,,"It is my last resort of a sports bra in my collection, when the others are in the wash.",0,0,0,0,0,0,0,1
4060,Excellent product and excellence service. Will deal with again . thank you,Excellent product and excellence service.,0,0,0,0,0,0,0,1
4061,,Will deal with again .,0,0,0,0,0,0,0,1
4062,,thank you,0,0,0,0,0,0,0,1
4063,These socks fit very well and I especially like the right and left foot marker on each.,These socks fit very well and I especially like the right and left foot marker on each.,1,0,0,0,0,0,0,0
4064,So adorable but you can see sweat through these pants.,So adorable but you can see sweat through these pants.,0,0,0,0,0,0,0,1
4065,Great fit.,Great fit.,1,0,0,0,0,0,0,0
4066,"Nike stuff is always tighter so I sized up to an XL for a comfy over-sized fit and it looks great. The sweatshirt was packaged well too. since it came from a discount seller, I was impressed",Nike stuff is always tighter so I sized up to an XL for a comfy over sized fit and it looks great.,1,1,0,0,0,0,0,0
4067,,The sweatshirt was packaged well too.,0,0,0,0,0,0,0,1
4068,,"since it came from a discount seller, I was impressed",0,0,0,0,0,0,0,1
4069,"Pretty good shoe, slightly large and not as snug as the lunar glide 5.","Pretty good shoe, slightly large and not as snug as the lunar glide 5.",0,1,0,0,0,0,0,0
4070,"These leggings are absolutely perfect! Theyre lululemon quality for 1/5 of the price. Theyre very comfy and thick material, which is very flattering and also means theyre not see through either! I also bought a full length pair and plan on buying even more in the future. Customer service was great as well.",These leggings are absolutely perfect ,0,0,0,0,0,0,0,1
4071,,Theyre lululemon quality for 1 5 of the price.,0,0,0,0,1,1,0,0
4072,,"Theyre very comfy and thick material, which is very flattering and also means theyre not see through either ",0,0,1,1,0,0,0,0
4073,,I also bought a full length pair and plan on buying even more in the future.,0,1,0,0,0,0,0,0
4074,,Customer service was great as well.,0,0,0,0,0,0,0,1
4075,Quality workmanship and plenty of comfort!,Quality workmanship and plenty of comfort ,0,0,0,1,1,0,0,0
4076,Fit as expected but not exactly the item pictured. The visor has a white strip along the front edge. Just beware if you are seeking all black.,Fit as expected but not exactly the item pictured.,1,0,0,0,0,0,0,0
4077,,The visor has a white strip along the front edge.,0,0,0,0,0,0,0,1
4078,,Just beware if you are seeking all black.,0,0,0,0,0,0,1,0
4079,Planned on wearing them in a cardio kick boxing class. Thankfully I saw they were see through before arriving at the gym. This is not my first pair of 2XU. Disappointed by the quality of this pair.,Planned on wearing them in a cardio kick boxing class.,0,0,0,0,0,0,0,1
4080,,Thankfully I saw they were see through before arriving at the gym.,0,0,1,0,0,0,0,0
4081,,This is not my first pair of 2XU.,0,0,0,0,0,0,0,1
4082,,Disappointed by the quality of this pair.,0,0,0,0,1,0,0,0
4083,"They are the beast socks for running, they buried with the well and theyre very comfortable and snug.","They are the beast socks for running, they buried with the well and theyre very comfortable and snug.",0,0,0,1,0,0,0,0
4084,"Comfortable, but wearing kind of fast...","Comfortable, but wearing kind of fast...",0,0,0,1,0,0,0,0
4085,Just what I wanted.,Just what I wanted.,0,0,0,0,0,0,0,1
4086,Fit beautifully. Nice material and color. Slightly long for me and Im 56. Other than that I have no problem.,Fit beautifully.,1,0,0,0,0,0,0,0
4087,,Nice material and color.,0,0,1,0,0,0,1,0
4088,,Slightly long for me and Im 56.,0,1,0,0,0,0,0,0
4089,,Other than that I have no problem.,0,0,0,0,0,0,0,1
4090,"Daughter loves it, a little expensive though","Daughter loves it, a little expensive though",0,0,0,0,0,1,0,0
4091,This is meant to be fitted. Its thin and very comfortable!,This is meant to be fitted.,1,0,0,0,0,0,0,0
4092,,Its thin and very comfortable ,0,1,0,1,0,0,0,0
4093,Same size as all other golf polos. Love the shirt and love that I didnt pay $80 like the in store price.,Same size as all other golf polos.,0,1,0,0,0,0,0,0
4094,,Love the shirt and love that I didnt pay $80 like the in store price.,0,0,0,0,0,1,0,0
4095,"Good quality shirt, I wear it all the time","Good quality shirt, I wear it all the time",0,0,0,0,1,0,0,0
4096,"Best running shoe, ever!!!","Best running shoe, ever  ",0,0,0,0,0,0,0,1
4097,great wallet!,great wallet ,0,0,0,0,0,0,0,1
4098,Love this brand and style!,Love this brand and style ,0,0,0,0,0,0,0,1
4099,"I like that they are loose and has underwear attached for modesty.I just wish they were longer.They are very lightweight and comfortable.I am 54"" and 170 lbs and the xl was just right.I would recommend buying theses shorts.",I like that they are loose and has underwear attached for modesty.I just wish they were longer.They are very lightweight and comfortable.I am 54  and 170 lbs and the xl was just right.I would recommend buying theses shorts.,0,1,1,1,0,0,0,0
4100,"Awesome shorts. They fit true to size, but I ordered mine two sizes smaller because of the stretch waist. Super comfy and cozy to wear all day!",Awesome shorts.,0,0,0,0,0,0,0,1
4101,,"They fit true to size, but I ordered mine two sizes smaller because of the stretch waist.",1,1,0,0,0,0,0,0
4102,,Super comfy and cozy to wear all day ,0,0,0,1,0,0,0,0
4103,"Its a little tight for a 2XL head, but it works!","Its a little tight for a 2XL head, but it works ",1,1,0,0,0,0,0,0
4104,These seem to be just the run of the mill compression shorts. I have had others that actually cool you off. These do not. I would recommend saving your money or just going with a generic brand that will do the same thing for less.,These seem to be just the run of the mill compression shorts.,0,0,0,0,0,0,0,1
4105,,I have had others that actually cool you off.,0,0,0,0,0,0,0,1
4106,,These do not.,0,0,0,0,0,0,0,1
4107,,I would recommend saving your money or just going with a generic brand that will do the same thing for less.,0,0,0,0,0,0,0,1
4108,Mava first Ill say that the quality of your product is great but the limited size needs work. I order the only largest size available 2XL but it just want do for a Big Guy like me sorry only 2 stars for this one,Mava first Ill say that the quality of your product is great but the limited size needs work.,0,1,0,0,1,0,0,0
4109,,I order the only largest size available 2XL but it just want do for a Big Guy like me sorry only 2 stars for this one,0,1,0,0,0,0,0,0
4110,Nice and cozy Im ready for the winter they fit like a charm too,Nice and cozy Im ready for the winter they fit like a charm too,1,0,0,0,0,0,0,0
4111,"Very nice hoodie. Size was true to size,",Very nice hoodie.,0,0,0,0,0,0,0,1
4112,,"Size was true to size,",0,1,0,0,0,0,0,0
4113,"I received 2 different colors for Christmas and they are so sheer! You can tell what color my underwear are underneath. I had to check the box to make sure the seller sent yoga pants rather than just tights. The box indeed said ""yoga pants."" I wont be able to wear these outside the house because they are so revealing. Very disappointing because I love the colors!",I received 2 different colors for Christmas and they are so sheer ,0,0,0,0,0,0,1,0
4114,,You can tell what color my underwear are underneath.,0,0,0,0,0,0,1,0
4115,,I had to check the box to make sure the seller sent yoga pants rather than just tights.,0,0,0,0,0,0,0,1
4116,,The box indeed said  yoga pants. ,0,0,0,0,0,0,0,1
4117,,I wont be able to wear these outside the house because they are so revealing.,0,0,0,0,0,0,0,1
4118,,Very disappointing because I love the colors ,0,0,0,0,0,0,1,0
4119,My daughter loves these shorts... She wears them quite frequently!,My daughter loves these shorts... She wears them quite frequently ,0,0,0,0,0,0,0,1
4120,This is the second pair I have purchased. I love these!,This is the second pair I have purchased.,0,0,0,0,0,0,0,1
4121,,I love these ,0,0,0,0,0,0,0,1
4122,Runs a bit small,Runs a bit small,0,1,0,0,0,0,0,0
4123,Way too purple for me - be warned! Fits ok.,Way too purple for me   be warned ,0,0,0,0,0,0,1,0
4124,,Fits ok.,1,0,0,0,0,0,0,0
4125,Very cool and lightweight. Perfect for my hiking trips.,Very cool and lightweight.,0,0,1,0,0,0,0,0
4126,,Perfect for my hiking trips.,0,0,0,0,0,0,0,1
4127,Good quality,Good quality,0,0,0,0,1,0,0,0
4128,"These pants are ridiculously long. The fit overall is okay. But one would need to be at least 6 foot for the leg length to be appropriate, it was not listed as a tall size when I bought them",These pants are ridiculously long.,0,1,0,0,0,0,0,0
4129,,The fit overall is okay.,1,0,0,0,0,0,0,0
4130,,"But one would need to be at least 6 foot for the leg length to be appropriate, it was not listed as a tall size when I bought them",0,1,0,0,0,0,0,0
4131,Happy with purchase!!,Happy with purchase ,0,0,0,0,0,0,0,1
4132,great,great,0,0,0,0,0,0,0,1
4133,"I love the color of these leggings! It is a nice change from black. The fabric is thick and smoothing, the high waistband fits well and stays put. My only complaint is the length of the legs. I am 58"" and they only come tot he bottom of my calf. I had ordered them thinking they would be full length pants.",I love the color of these leggings ,0,0,0,0,0,0,1,0
4134,,It is a nice change from black.,0,0,0,0,0,0,1,0
4135,,"The fabric is thick and smoothing, the high waistband fits well and stays put.",1,0,1,0,0,0,0,0
4136,,My only complaint is the length of the legs.,0,1,0,0,0,0,0,0
4137,,I am 58  and they only come tot he bottom of my calf.,0,0,0,0,0,0,0,1
4138,,I had ordered them thinking they would be full length pants.,0,1,0,0,0,0,0,0
